longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,roomsxpop
-119.69,36.75,13,2343,409,1347,405,4.0027,93100,INLAND,1.7394209354120267
-119.67,36.72,31,843,140,453,149,2.6875,153800,INLAND,1.8609271523178808
-121.88,38.0,16,2605,440,1352,408,4.1947,140300,INLAND,1.926775147928994
-121.97,37.87,4,1029,126,416,122,13.4883,500001,INLAND,2.4735576923076925
-122.27,37.73,31,5785,1379,2973,1312,3.2689,231000,NEAR BAY,1.9458459468550287
-122.16,37.89,32,1779,241,721,258,8.7589,434500,NEAR BAY,2.467406380027739
-122.27,38.0,12,1592,242,969,233,6.1576,248700,NEAR BAY,1.6429308565531475
-122.41,37.94,52,154,33,89,38,3.2875,275000,NEAR BAY,1.7303370786516854
-122.01,39.21,50,1592,372,781,307,2.2679,69100,INLAND,2.038412291933419
-122.13,37.67,38,2012,347,880,332,3.1734,181600,NEAR BAY,2.286363636363636
-119.76,36.75,35,2347,526,1676,481,1.6548,49400,INLAND,1.4003579952267302
-120.02,38.91,22,2138,493,829,330,2.2056,107200,INLAND,2.5790108564535585
-122.13,37.72,45,2315,451,1006,444,3.524,186200,NEAR BAY,2.301192842942346
-122.18,37.74,42,541,154,380,123,2.3456,83500,NEAR BAY,1.4236842105263159
-119.84,36.81,18,2789,378,937,364,7.7062,188300,INLAND,2.976520811099253
-119.76,36.76,23,3800,1003,3786,917,1.4766,50600,INLAND,1.0036978341257263
-121.57,39.48,15,202,54,145,40,0.8252,42500,INLAND,1.393103448275862
-119.82,36.76,41,1973,399,1107,375,1.8971,66900,INLAND,1.782294489611563
-119.85,36.82,15,1387,236,638,195,5.5842,88900,INLAND,2.1739811912225706
-122.28,37.85,52,2246,472,1005,449,2.4167,152700,NEAR BAY,2.234825870646766
-120.51,36.86,21,1779,399,1446,371,2.4414,71900,INLAND,1.2302904564315353
-121.54,39.6,15,886,204,576,205,2.1467,84100,INLAND,1.5381944444444444
-121.95,37.94,27,1469,216,578,219,5.9346,253600,INLAND,2.541522491349481
-122.07,37.69,29,2304,618,1021,552,2.5362,203800,NEAR BAY,2.256611165523996
-122.11,37.99,10,2864,514,1300,507,4.3875,287700,NEAR BAY,2.203076923076923
-122.07,37.99,28,3310,574,1811,597,4.5401,166900,NEAR BAY,1.827719491993374
-122.06,37.77,12,14316,2045,5781,2007,7.2634,341600,NEAR BAY,2.4763881681370004
-121.94,37.56,15,5674,748,2412,714,8.3996,442900,<1H OCEAN,2.3524046434494195
-122.01,37.94,26,1619,224,706,220,6.0704,268000,NEAR BAY,2.2932011331444757
-119.77,36.73,45,1081,241,821,230,1.7829,52600,INLAND,1.3166869671132766
-121.89,37.67,19,2034,288,852,295,6.5285,300400,INLAND,2.387323943661972
-122.19,37.79,50,954,217,546,201,2.6667,172800,NEAR BAY,1.7472527472527473
-120.06,39.01,19,2967,528,112,48,4.0714,437500,INLAND,26.491071428571427
-122.13,37.72,25,1134,153,340,171,6.5095,371200,NEAR BAY,3.335294117647059
-120.44,38.61,9,2598,548,796,297,3.5192,98000,INLAND,3.263819095477387
-121.75,37.71,11,12070,2220,5826,2125,4.8624,192400,INLAND,2.07174733951253
-119.81,36.77,43,2341,395,890,375,3.4265,85000,INLAND,2.6303370786516855
-122.14,37.9,32,5738,746,2099,732,10.3224,500001,NEAR BAY,2.7336827060505002
-122.07,37.58,16,1893,338,1461,344,5.225,213700,NEAR BAY,1.2956878850102669
-122.28,37.83,52,1511,390,901,403,1.4103,103900,NEAR BAY,1.677025527192009
-122.24,37.86,52,1668,225,517,214,7.8521,500001,NEAR BAY,3.2263056092843327
-122.37,37.96,37,1572,402,1046,350,0.7403,68600,NEAR BAY,1.502868068833652
-119.74,36.76,36,912,216,842,219,1.4766,52800,INLAND,1.0831353919239906
-119.81,36.73,47,1314,416,1155,326,1.372,49600,INLAND,1.1376623376623376
-120.05,36.72,24,1961,422,1559,374,1.8299,57800,INLAND,1.257857601026299
-122.14,37.84,24,2131,343,874,373,5.6349,355600,NEAR BAY,2.4382151029748282
-121.96,37.55,4,3746,993,1606,838,4.1387,162500,<1H OCEAN,2.332503113325031
-119.81,36.77,49,1749,314,705,300,3.15,72200,INLAND,2.480851063829787
-122.19,37.76,52,2024,391,1030,350,2.4659,94700,NEAR BAY,1.9650485436893204
-121.8,38.01,46,2273,495,1088,447,2.2532,109400,INLAND,2.089154411764706
-119.31,36.62,25,831,230,947,244,1.4481,51700,INLAND,0.877507919746568
-119.95,38.95,8,430,107,36,18,2.625,187500,INLAND,11.944444444444445
-122.16,39.78,32,1288,221,562,203,2.325,69600,INLAND,2.2918149466192173
-119.75,36.76,32,2072,497,2002,470,1.3278,44500,INLAND,1.034965034965035
-122.36,37.95,38,1042,289,773,248,2.7714,104700,NEAR BAY,1.3479948253557568
-122.03,37.62,32,2964,547,1472,527,4.2468,221200,NEAR BAY,2.0135869565217392
-122.27,37.85,42,1639,367,929,366,1.7135,159800,NEAR BAY,1.7642626480086114
-122.18,37.73,42,909,215,646,198,2.9063,80000,NEAR BAY,1.4071207430340558
-122.21,37.8,48,1321,263,506,252,4.0977,229700,NEAR BAY,2.610671936758893
-121.94,37.73,22,1980,291,861,290,6.2726,258200,<1H OCEAN,2.299651567944251
-120.32,38.71,13,1115,255,86,32,3.5667,115600,INLAND,12.965116279069768
-122.2,37.78,52,2300,443,1225,423,3.5398,158400,NEAR BAY,1.8775510204081634
-122.29,37.91,46,2085,346,748,354,4.0536,262000,NEAR BAY,2.787433155080214
-121.94,37.95,18,2541,355,986,346,7.1978,288000,INLAND,2.577079107505071
-122.04,37.54,26,2145,369,1285,377,4.9464,223800,NEAR BAY,1.6692607003891051
-121.68,37.98,19,3388,599,1707,575,3.6411,162800,INLAND,1.9847685998828355
-119.75,36.83,15,2793,436,1411,441,4.9292,109400,INLAND,1.9794472005669739
-122.01,37.92,16,2638,345,1055,334,8.1163,365800,NEAR BAY,2.500473933649289
-122.16,37.77,39,1583,349,857,316,3.0958,145800,NEAR BAY,1.8471411901983663
-122.26,37.86,52,2888,604,1253,538,3.3893,241700,NEAR BAY,2.3048683160415004
-122.05,37.9,24,4125,1020,1699,873,2.9526,271000,NEAR BAY,2.427898763978811
-122.04,37.67,29,1694,251,690,242,6.0501,254200,NEAR BAY,2.455072463768116
-121.97,37.95,8,4253,709,1883,662,5.431,246700,INLAND,2.258629845990441
-122.29,37.81,46,935,297,582,277,0.7286,95200,NEAR BAY,1.6065292096219932
-119.74,36.8,18,10862,2401,5466,2209,2.4678,74300,INLAND,1.987193560190267
-122.09,37.71,31,1843,282,749,269,5.2855,253500,NEAR BAY,2.4606141522029374
-120.72,38.57,8,892,185,427,164,2.6833,118800,INLAND,2.088992974238876
-122.29,37.9,52,2657,500,1131,489,4.4286,234900,NEAR BAY,2.3492484526967288
-119.73,36.62,35,2080,365,1026,333,3.5781,92800,INLAND,2.02729044834308
-122.29,37.86,52,1665,404,815,372,1.9946,156900,NEAR BAY,2.042944785276074
-122.08,37.95,33,1043,157,425,148,4.8702,235600,NEAR BAY,2.4541176470588235
-122.0,37.86,18,8953,1074,3011,993,10.7372,500001,<1H OCEAN,2.973430753902358
-121.96,37.95,7,3418,740,1583,676,3.6133,196100,INLAND,2.159191408717625
-120.57,38.35,17,1504,358,661,250,2.2604,84800,INLAND,2.275340393343419
-122.21,37.77,46,1234,375,1183,354,2.3309,98700,NEAR BAY,1.0431107354184277
-121.81,37.99,22,2331,359,1086,340,5.1435,150800,INLAND,2.1464088397790055
-122.3,37.9,37,2125,489,912,462,2.9219,217200,NEAR BAY,2.330043859649123
-122.04,37.97,26,2470,626,1174,573,2.9861,160900,NEAR BAY,2.1039182282793867
-122.11,37.87,33,3398,500,1351,457,6.5814,314200,NEAR BAY,2.515173945225759
-122.39,38.0,33,44,6,23,11,4.125,212500,NEAR BAY,1.9130434782608696
-122.3,37.77,42,2038,368,2037,355,2.6447,200000,NEAR BAY,1.0004909180166912
-122.29,37.91,40,2085,329,796,339,5.5357,273700,NEAR BAY,2.619346733668342
-122.13,37.7,19,3516,710,1810,703,3.9032,218000,NEAR BAY,1.9425414364640885
-122.25,37.84,52,2535,489,1094,514,3.6591,299200,NEAR BAY,2.3171846435100547
-122.12,37.71,35,1037,207,552,210,4.0,167900,NEAR BAY,1.8786231884057971
-122.1,37.63,29,2172,435,1377,408,3.7895,180900,NEAR BAY,1.5773420479302833
-122.01,37.59,2,838,295,240,149,2.875,237500,NEAR BAY,3.4916666666666667
-122.23,37.79,48,1696,396,1481,343,2.0375,122500,NEAR BAY,1.1451721809588116
-122.14,37.74,52,1071,201,440,192,4.0662,204200,NEAR BAY,2.434090909090909
-122.16,37.7,36,1719,303,836,311,4.4375,193500,NEAR BAY,2.0562200956937797
-119.81,36.76,52,1792,352,1049,357,2.4375,57100,INLAND,1.7082936129647284
-122.21,37.77,52,591,173,353,137,4.0904,80600,NEAR BAY,1.6742209631728044
-122.13,37.7,43,3046,557,1333,544,3.4583,183700,NEAR BAY,2.2850712678169542
-122.14,37.68,31,3184,716,1561,628,2.7955,183100,NEAR BAY,2.039718129404228
-122.31,37.94,38,2172,403,945,384,4.3958,194200,NEAR BAY,2.2984126984126982
-122.32,37.92,22,1119,220,565,199,3.3594,186900,NEAR BAY,1.9805309734513274
-122.27,37.9,52,1803,240,572,236,6.174,358800,NEAR BAY,3.152097902097902
-121.99,37.83,16,2939,380,1177,396,8.0839,372000,<1H OCEAN,2.4970263381478333
-122.25,37.87,52,1204,460,2016,477,0.949,350000,NEAR BAY,0.5972222222222222
-121.92,37.53,7,28258,3864,12203,3701,8.4045,451100,<1H OCEAN,2.3156600835860033
-121.93,37.78,2,227,35,114,49,3.1591,434700,<1H OCEAN,1.9912280701754386
-120.87,38.83,12,2180,423,1070,377,2.8562,128200,INLAND,2.0373831775700935
-122.29,37.92,35,583,88,235,84,5.943,288200,NEAR BAY,2.480851063829787
-121.54,39.51,33,3585,757,1887,765,2.502,62100,INLAND,1.8998410174880762
-119.8,36.83,17,1560,261,709,258,4.3315,95800,INLAND,2.2002820874471087
-121.98,38.05,31,2810,518,1640,503,3.3661,98500,INLAND,1.7134146341463414
-122.08,37.64,30,5267,1253,4065,1113,3.3479,182100,NEAR BAY,1.2956949569495695
-122.25,37.81,52,1758,460,686,422,3.1691,259400,NEAR BAY,2.56268221574344
-121.88,38.03,52,1225,250,725,231,2.0,101400,INLAND,1.6896551724137931
-122.13,37.72,26,2862,394,1030,397,7.912,367300,NEAR BAY,2.7786407766990293
-122.18,39.75,30,4157,834,1885,774,1.6948,67500,INLAND,2.2053050397877985
-119.7,36.75,11,3626,779,1819,731,2.4956,87500,INLAND,1.993402968664101
-119.8,36.76,52,2224,418,832,406,2.3952,78400,INLAND,2.673076923076923
-122.27,37.74,28,6909,1554,2974,1484,3.6875,353900,NEAR BAY,2.323133826496301
-119.49,36.58,21,2106,410,867,380,1.9913,95300,INLAND,2.4290657439446366
-119.8,36.76,52,1853,437,764,390,1.6429,69200,INLAND,2.425392670157068
-121.93,38.02,13,1524,286,940,308,5.1337,154800,INLAND,1.6212765957446809
-122.29,37.81,50,760,190,377,122,0.9011,86100,NEAR BAY,2.0159151193633953
-122.02,37.94,19,3192,612,1317,594,4.125,267100,NEAR BAY,2.4236902050113893
-122.16,37.72,38,1007,245,618,239,2.875,144800,NEAR BAY,1.6294498381877023
-122.06,37.63,23,1939,356,841,364,3.3611,169200,NEAR BAY,2.3055885850178357
-119.72,36.82,16,2627,613,1054,623,1.9483,112500,INLAND,2.4924098671726753
-122.11,37.99,16,3913,710,1782,676,5.1297,206700,NEAR BAY,2.195847362514029
-122.06,37.94,19,4005,972,1896,893,2.5268,235700,NEAR BAY,2.1123417721518987
-119.79,36.82,25,2330,462,1215,467,3.2143,93000,INLAND,1.9176954732510287
-122.14,37.71,18,3905,1007,2197,1044,3.6932,166800,NEAR BAY,1.7774237596722804
-122.06,37.73,5,3596,467,1738,512,7.0568,412500,NEAR BAY,2.0690448791714613
-121.84,39.73,52,957,263,513,223,1.3672,55000,INLAND,1.8654970760233918
-119.82,36.83,14,2982,412,1408,423,5.3241,123000,INLAND,2.117897727272727
-122.18,37.79,41,1411,233,626,214,7.0875,240700,NEAR BAY,2.253993610223642
-119.86,36.82,12,1488,253,675,223,4.7622,89300,INLAND,2.2044444444444444
-122.11,37.67,38,1035,247,599,224,3.0917,167200,NEAR BAY,1.7278797996661102
-121.94,37.71,15,6473,1027,2484,970,5.0143,271100,<1H OCEAN,2.6058776167471818
-119.84,36.83,17,2273,298,700,263,6.8645,195900,INLAND,3.2471428571428573
-122.1,38.02,28,4308,824,2086,776,3.6523,159700,NEAR BAY,2.065196548418025
-122.04,37.89,33,2423,322,998,346,7.5349,349100,NEAR BAY,2.4278557114228456
-124.14,41.95,21,2696,578,1208,494,2.275,122400,NEAR OCEAN,2.2317880794701987
-122.02,37.54,31,1240,264,719,236,3.535,210300,NEAR BAY,1.7246175243393602
-122.07,37.65,31,3300,790,2181,740,3.016,161800,NEAR BAY,1.5130674002751032
-122.26,37.84,50,2239,455,990,419,1.9911,158700,NEAR BAY,2.2616161616161614
-119.63,36.58,22,1794,435,1127,359,1.2647,55300,INLAND,1.5918367346938775
-119.58,36.83,13,6135,863,2473,774,5.4895,156700,INLAND,2.480792559644157
-120.84,38.81,11,1280,286,609,248,3.1635,132600,INLAND,2.1018062397372743
-122.21,37.78,52,1056,224,792,245,2.6583,142600,NEAR BAY,1.3333333333333333
-122.16,37.83,16,4596,705,1480,650,7.52,370200,NEAR BAY,3.1054054054054054
-121.86,39.74,13,3494,843,1571,784,1.1019,120200,INLAND,2.224061107574793
-122.27,37.87,49,1350,368,707,350,2.8846,211300,NEAR BAY,1.9094766619519095
-122.05,37.89,37,1677,269,689,283,4.2625,310600,NEAR BAY,2.4339622641509435
-120.08,38.8,34,1988,511,36,15,4.625,162500,INLAND,55.22222222222222
-122.29,37.78,42,1241,309,821,300,1.9427,102200,NEAR BAY,1.5115712545676006
-119.73,36.56,32,1513,272,1038,272,3.0469,82700,INLAND,1.4576107899807322
-121.96,38.02,35,2691,542,1409,505,3.016,95300,INLAND,1.9098651525904897
-122.23,37.76,52,3011,542,1303,535,5.1039,273800,NEAR BAY,2.3108211818879507
-122.29,37.84,35,1872,419,1017,414,2.2106,132500,NEAR BAY,1.8407079646017699
-119.32,37.06,15,3111,651,276,107,5.1314,179200,INLAND,11.271739130434783
-119.53,36.78,20,2822,479,1372,455,4.5625,136900,INLAND,2.056851311953353
-122.29,37.81,46,2801,644,1823,611,0.9802,129200,NEAR BAY,1.5364783324190894
-119.98,38.9,16,3109,572,885,334,3.5,134700,INLAND,3.512994350282486
-122.2,37.77,43,2430,502,1537,484,2.898,121400,NEAR BAY,1.5810019518542615
-121.94,37.54,31,2537,382,1067,410,6.7599,356000,<1H OCEAN,2.3776944704779757
-122.14,37.72,39,786,132,288,132,3.5156,218900,NEAR BAY,2.7291666666666665
-122.25,37.81,52,2155,701,895,613,2.5795,350000,NEAR BAY,2.4078212290502794
-122.03,37.96,20,2636,691,1142,627,2.1083,162500,NEAR BAY,2.308231173380035
-120.44,36.84,29,1563,293,883,288,2.8182,90500,INLAND,1.7701019252548131
-122.21,37.8,50,2833,605,1260,552,2.8929,216700,NEAR BAY,2.2484126984126984
-121.7,37.98,9,3079,519,1562,512,5.1041,172900,INLAND,1.971190781049936
-121.84,38.02,46,66,22,37,21,0.536,87500,INLAND,1.7837837837837838
-121.94,37.83,11,2836,373,959,335,10.5815,500001,INLAND,2.957247132429614
-122.28,37.91,48,2083,298,685,286,7.3089,331200,NEAR BAY,3.040875912408759
-122.13,37.69,34,1131,278,560,237,2.875,161700,NEAR BAY,2.0196428571428573
-122.2,37.79,40,1060,256,667,235,4.1739,169600,NEAR BAY,1.5892053973013494
-119.76,36.71,29,1745,441,1530,391,1.5611,44400,INLAND,1.1405228758169934
-121.88,37.67,25,2244,301,937,324,6.4524,296900,INLAND,2.3948772678762005
-120.04,38.86,16,2708,481,712,261,3.7891,117700,INLAND,3.803370786516854
-119.96,38.93,22,2731,632,1215,483,2.83,110500,INLAND,2.247736625514403
-122.25,37.79,45,1786,526,1475,460,1.7772,97500,NEAR BAY,1.2108474576271187
-122.34,37.96,33,1817,441,1220,389,2.5382,103600,NEAR BAY,1.4893442622950819
-122.04,37.96,27,2587,729,1500,623,1.837,175000,NEAR BAY,1.7246666666666666
-119.8,36.8,43,1951,288,725,308,6.3359,169300,INLAND,2.691034482758621
-121.65,39.53,23,1387,325,640,289,1.4833,65200,INLAND,2.1671875
-121.99,37.96,16,3324,479,1470,461,7.6166,260400,INLAND,2.2612244897959184
-121.49,39.49,20,2505,468,1174,429,2.9965,88900,INLAND,2.1337308347529813
-121.93,37.72,26,2806,459,1453,444,4.9107,213800,<1H OCEAN,1.9311768754301446
-122.04,37.6,17,3314,638,1873,602,4.3875,238500,NEAR BAY,1.7693539775760811
-121.78,38.0,8,2371,375,1094,396,5.3245,174500,INLAND,2.1672760511883
-124.15,41.81,17,3276,628,3546,585,2.2868,103100,NEAR OCEAN,0.9238578680203046
-119.81,36.78,36,1650,313,660,298,3.0,79700,INLAND,2.5
-122.09,37.66,39,1160,259,725,274,2.2222,158300,NEAR BAY,1.6
-122.12,38.01,50,1300,263,691,239,3.9519,126500,NEAR BAY,1.8813314037626627
-122.0,37.98,35,1192,201,535,172,4.9219,182000,INLAND,2.22803738317757
-122.11,37.7,19,2693,789,1765,724,2.4206,137500,NEAR BAY,1.5257790368271955
-122.26,37.83,52,1656,420,718,382,2.6768,182300,NEAR BAY,2.3064066852367686
-122.21,37.78,43,1702,460,1227,407,1.7188,126800,NEAR BAY,1.3871230643846781
-120.91,38.73,11,5460,859,2645,838,4.835,230600,INLAND,2.064272211720227
-120.46,38.15,16,4221,781,1516,697,2.3816,116000,INLAND,2.784300791556728
-122.07,37.95,39,2199,388,1025,385,4.5893,190000,NEAR BAY,2.1453658536585367
-122.08,37.63,33,691,127,431,149,4.25,192600,NEAR BAY,1.603248259860789
-119.83,36.83,14,2351,341,1128,363,6.9903,141200,INLAND,2.0842198581560285
-122.02,37.88,16,3031,438,1087,421,7.3732,287300,NEAR BAY,2.7884084636614537
-119.8,36.68,31,2214,432,1326,416,2.1691,66700,INLAND,1.669683257918552
-122.31,37.93,36,2403,408,917,404,5.0399,253400,NEAR BAY,2.6205016357688113
-121.94,37.8,8,11336,1657,4089,1555,7.8287,369200,<1H OCEAN,2.7723159696747373
-121.88,37.64,20,1309,184,514,172,10.9506,475800,INLAND,2.546692607003891
-122.07,37.89,38,2139,343,809,340,5.5636,268800,NEAR BAY,2.6440049443757725
-122.27,37.82,21,896,453,735,438,0.9218,171900,NEAR BAY,1.2190476190476192
-122.26,37.9,52,1927,279,705,288,7.8864,357300,NEAR BAY,2.7333333333333334
-122.17,37.75,37,1379,287,835,259,2.4962,91800,NEAR BAY,1.6514970059880238
-119.7,36.81,32,2623,528,1570,492,2.7159,68000,INLAND,1.6707006369426751
-119.69,36.83,7,2075,353,1040,362,3.9943,100200,INLAND,1.9951923076923077
-122.21,37.77,52,745,153,473,149,2.6765,88800,NEAR BAY,1.5750528541226216
-122.09,37.99,19,3073,506,1773,493,5.4496,205400,NEAR BAY,1.733220530174845
-122.2,37.96,9,6306,962,2581,911,6.7741,310700,NEAR BAY,2.4432390546299882
-119.85,36.82,16,1852,274,887,286,5.5405,119300,INLAND,2.08793686583991
-122.04,37.65,10,8299,1326,3827,1288,6.2579,315500,NEAR BAY,2.168539325842697
-122.32,37.92,28,4649,977,2606,953,3.2674,129100,NEAR BAY,1.783960092095165
-122.01,37.57,14,16199,2993,8117,2847,5.8322,281800,NEAR BAY,1.995688062091906
-122.08,37.68,37,848,202,314,205,2.3958,190800,NEAR BAY,2.700636942675159
-122.27,37.84,48,1922,409,1026,335,1.7969,110400,NEAR BAY,1.8732943469785575
-122.26,37.85,52,3618,768,1508,755,3.2619,309600,NEAR BAY,2.3992042440318304
-121.97,37.54,28,2312,496,1344,467,4.7135,203200,<1H OCEAN,1.7202380952380953
-119.84,36.78,24,3242,795,2764,773,1.3385,58800,INLAND,1.1729377713458755
-122.25,37.8,43,2344,647,1710,644,1.6504,151800,NEAR BAY,1.3707602339181286
-122.28,37.86,52,938,195,393,189,3.8594,196400,NEAR BAY,2.38676844783715
-119.8,36.72,19,1334,336,1171,319,1.0481,48500,INLAND,1.139197267292912
-122.33,37.91,36,1954,513,1437,440,1.125,93800,NEAR BAY,1.3597773138482951
-121.89,37.99,4,2171,597,928,461,4.1016,170500,INLAND,2.3394396551724137
-122.06,37.63,12,6711,1374,3388,1289,3.8625,208900,NEAR BAY,1.980814639905549
-122.02,37.56,23,4332,857,2461,829,4.3594,223400,NEAR BAY,1.760260056887444
-119.83,36.54,31,1732,332,979,294,2.5208,60000,INLAND,1.7691521961184882
-122.02,37.98,37,1474,343,782,331,3.4187,161700,NEAR BAY,1.8849104859335037
-122.35,37.96,32,1991,504,1139,423,2.0353,113600,NEAR BAY,1.7480245829675154
-120.5,38.87,10,81,41,55,16,4.9583,87500,INLAND,1.4727272727272727
-122.36,37.94,27,844,249,583,265,0.9687,105800,NEAR BAY,1.4476843910806174
-121.76,37.67,6,3023,518,1225,468,6.3705,350000,INLAND,2.467755102040816
-122.28,37.85,52,1898,421,1102,397,1.808,105500,NEAR BAY,1.7223230490018149
-122.24,37.8,47,2046,588,1213,554,2.6292,182700,NEAR BAY,1.686727122835944
-119.89,36.76,17,1987,335,1152,313,4.1719,126400,INLAND,1.7248263888888888
-122.04,37.66,23,2419,348,1066,384,6.3501,350000,NEAR BAY,2.269230769230769
-119.68,36.81,16,2668,454,1536,457,3.9792,88900,INLAND,1.7369791666666667
-122.34,37.95,44,1675,317,806,311,3.0694,135300,NEAR BAY,2.0781637717121586
-122.17,37.72,46,1369,284,766,289,3.5313,159700,NEAR BAY,1.787206266318538
-122.14,37.67,34,3036,533,1366,500,4.2386,192300,NEAR BAY,2.2225475841874083
-121.52,39.43,15,2119,389,1079,374,2.3566,80400,INLAND,1.963855421686747
-122.11,37.67,36,2110,389,952,370,3.8,187500,NEAR BAY,2.216386554621849
-119.86,36.45,19,2439,462,1416,469,2.4474,75600,INLAND,1.722457627118644
-122.25,37.74,25,1914,365,897,390,4.4562,206200,NEAR BAY,2.1337792642140467
-122.05,37.95,22,5175,1213,2804,1091,2.85,144600,NEAR BAY,1.8455777460770328
-122.09,37.7,31,2053,336,867,329,4.3375,241800,NEAR BAY,2.3679354094579006
-121.82,38.02,46,176,43,101,40,2.2361,93800,INLAND,1.7425742574257426
-121.94,37.54,27,3715,526,1631,538,6.2179,305300,<1H OCEAN,2.277743715511956
-122.16,37.86,36,3359,493,1298,483,8.1586,404300,NEAR BAY,2.5878274268104775
-122.14,37.73,52,2024,320,823,334,5.0,264700,NEAR BAY,2.4592952612393684
-122.03,37.97,45,1613,338,865,336,3.25,151100,NEAR BAY,1.8647398843930636
-122.04,38.0,16,3077,733,1447,709,3.2484,91100,NEAR BAY,2.126468555632343
-119.81,36.71,25,1026,221,789,183,1.5625,52800,INLAND,1.3003802281368821
-122.08,37.63,34,1619,293,1148,310,4.0326,164700,NEAR BAY,1.4102787456445993
-122.12,37.75,33,1809,261,808,219,6.86,250000,NEAR BAY,2.238861386138614
-122.02,37.97,36,2342,436,1191,416,4.0,171000,NEAR BAY,1.9664147774979008
-122.26,37.83,50,1125,322,616,304,2.026,142500,NEAR BAY,1.8262987012987013
-122.11,37.66,36,1755,316,913,299,4.1302,172700,NEAR BAY,1.9222343921139102
-121.78,37.66,25,1947,418,900,354,3.8523,193000,INLAND,2.1633333333333336
-121.8,38.01,44,3184,581,1399,548,2.7234,110200,INLAND,2.2759113652609004
-122.25,37.77,52,859,157,429,158,4.3098,197900,NEAR BAY,2.0023310023310024
-122.23,37.85,52,2800,411,1061,403,6.3434,373600,NEAR BAY,2.639019792648445
-120.16,39.04,18,2040,402,350,129,4.0313,126000,INLAND,5.828571428571428
-121.95,37.96,18,2739,393,1072,374,6.1436,259500,INLAND,2.5550373134328357
-120.27,38.31,13,3297,662,267,97,3.075,108300,INLAND,12.348314606741573
-120.08,36.72,22,1339,251,820,276,3.6,83200,INLAND,1.6329268292682926
-122.03,37.54,16,4458,856,3038,870,5.0739,208000,NEAR BAY,1.467412771560237
-122.28,37.79,30,4145,869,3668,855,2.5444,275000,NEAR BAY,1.1300436205016358
-119.55,36.71,32,1963,508,2052,518,1.9076,55800,INLAND,0.9566276803118908
-122.03,37.99,35,3103,537,1614,566,4.9022,169300,NEAR BAY,1.922552664188352
-119.63,36.7,42,1338,215,617,222,3.0833,133300,INLAND,2.168557536466775
-122.33,37.95,45,1585,329,981,373,3.0313,135800,NEAR BAY,1.6156982670744138
-122.25,37.87,42,1756,465,2184,422,2.5562,371400,NEAR BAY,0.8040293040293041
-119.78,36.76,47,1425,323,949,325,1.7344,51300,INLAND,1.5015806111696524
-121.92,37.64,46,1280,209,512,208,5.1406,315600,INLAND,2.5
-122.25,37.83,28,5022,1750,2558,1661,2.4234,218500,NEAR BAY,1.9632525410476935
-122.25,37.8,36,1678,606,1645,543,2.2303,116700,NEAR BAY,1.0200607902735563
-121.63,39.78,28,1677,327,770,309,2.6823,93400,INLAND,2.177922077922078
-119.73,36.73,9,1621,428,678,394,2.2437,54200,INLAND,2.3908554572271385
-122.11,38.01,39,1313,306,575,231,3.1711,116100,NEAR BAY,2.283478260869565
-122.0,37.98,31,2030,337,867,341,5.0915,193200,INLAND,2.3414071510957326
-122.07,37.52,3,14014,2861,7205,2753,6.0824,273500,NEAR BAY,1.9450381679389313
-122.22,37.8,52,2183,465,1129,460,3.2632,227700,NEAR BAY,1.9335695305580158
-119.8,36.72,15,1908,417,1383,375,1.0472,57800,INLAND,1.3796095444685466
-121.91,37.71,25,4377,668,2038,671,5.7233,231800,<1H OCEAN,2.147693817468106
-122.23,37.76,52,1049,185,374,176,4.1458,248500,NEAR BAY,2.804812834224599
-121.85,39.74,41,2901,689,1426,632,1.5633,84500,INLAND,2.0343618513323984
-122.28,37.8,52,96,31,191,34,0.75,162500,NEAR BAY,0.5026178010471204
-122.1,37.65,31,1797,327,796,319,4.4427,204500,NEAR BAY,2.257537688442211
-121.77,38.01,13,2983,534,1417,510,3.9861,168100,INLAND,2.10515172900494
-119.81,36.85,17,2340,370,1174,396,4.2304,94400,INLAND,1.9931856899488927
-119.71,36.73,19,3972,585,1586,560,5.2608,151400,INLAND,2.5044136191677175
-122.36,37.96,31,1157,276,956,232,1.5347,80400,NEAR BAY,1.2102510460251046
-121.96,37.53,18,2375,652,1252,586,2.6198,235900,<1H OCEAN,1.8969648562300319
-122.28,37.86,52,1659,367,788,346,2.8214,164300,NEAR BAY,2.1053299492385786
-120.01,38.91,27,968,191,283,143,2.0938,94400,INLAND,3.420494699646643
-122.06,37.65,33,1227,286,848,291,3.8036,158200,NEAR BAY,1.446933962264151
-122.25,37.83,52,1279,287,534,291,3.1429,231600,NEAR BAY,2.3951310861423223
-122.13,37.68,44,2147,399,1175,401,4.1974,179300,NEAR BAY,1.8272340425531914
-122.19,37.73,45,1528,291,801,287,1.2625,84700,NEAR BAY,1.9076154806491885
-121.96,37.53,23,2215,475,1278,492,4.2955,218800,<1H OCEAN,1.7331768388106417
-121.99,37.82,22,1248,271,579,269,3.375,200000,<1H OCEAN,2.155440414507772
-118.94,37.13,12,2255,472,1006,334,4.1563,94000,INLAND,2.2415506958250497
-121.73,37.68,17,20354,3493,8768,3293,5.4496,238900,INLAND,2.32139598540146
-122.25,37.86,52,1587,444,878,449,1.7652,336800,NEAR BAY,1.8075170842824602
